utterance	labels
  Ooh, this is so exciting! Ooh, God, what are you going to bet?  Okay. Umm, ooh, ooh-oh, I have a game!  This is great!  Oh, well, it doesn't have a name-oh, okay, Phoebeball! No, it doesn't have a name. Umm, okay, Monica, what is your favourite thing about trees?  Good! Good! Five points!  All right, Joey, same question.  Ooh, three points. Both fine answers, but we were looking for leafy, leafy.  Oh, I have cards!  Yeah! Here! (She grabs a deck out of her purse) Oh no, these are the trick deck. Okay. Here yes. Okay.	0
  Oh...yes..is this..umm..Emily's Parents' house.  What are you saying?!  (Shocked) No! Ooh! Oh my god! (Dials again.)  (In a British accent) Hello. This is Phoebe Buffay. I was wondering, please, if-if it's not too much trouble, please, umm, might I speak to Miss Emily Waltham, please?	1
  Hey! How's Ben?  Hey, Ben! Hey!  Ooh, yeah! She said she's having sooo much fun with Emily.  What's too much fun?  Oh my God, you are so paranoid!  Yes!	0
  No-n-n-n-no! I am finally thinking clearly. My lucky dress wasn't working out to well for me, but for four years, this baby never missed.  Hi!  Ohh, yeah, well I wanted to give Emily a big American good-bye cheer. So okay! (Runs into the living room) Ready! Okay! Gimme an 'E!'  Gimme an 'M!'  Gimme an 'I!'  Gimme an 'L!'  Gimme a 'Y!'  What do you get? (She throws her pom-poms to Joey and Phoebe and performs a cartwheel.) Emily!! (Tries to do another one.) Emil-Whoa!! (She falls in Chandler's room.) Okay! So that's me as a cheerleader! Ta-dum! (Gunther's the only one that claps.)  I'm fine! I'm fine! I'm just losing a tooth, it's no big deal. I have a dentist! Y'know. I'm gonna go put some ice on it. Excuse me. (She goes over to the ice and Joey and Monica follow her.) What do I do now? What do I do now?  All right, come on, let's go get your coat.  Oh, yeah! Real fun. (She makes a decision.) Y'know, this bra... Really, bothers me. (She starts taking off her bra.) Y'know, this used to be my bedroom. Yeah. A lot of memories in here, a lot of memories. If these walls could talk, y'know what they'd say? Wanna hear some memories? (She is now violently pulling on her bra in order to remove it, but it isn't co-operating.)  Oh no-no-no! No, I got this all under control.  Ughhhh!! Forget it! (Sits down heavily on the bed.) This is, this is not how this is supposed to happen.  Can you not look at me when I say this? (He turns around) I thought that if I could get you here, I could seduce you.  Well, I'm sorry, I thought you needed them!  Why?!  You like me?  Yeah but-but-but you liked me! Oh my God, I can't believe this, all this time, I liked you and you liked me!  Oh no-no-no don't say but! No-no, but's never good! Let's just leave it at, you like me and I like you.  Oh, now see that's a fancy but.	1
  Awww! You know that's probably why babies learn to talk, so they can tell grown ups to cut it out.  Okay.  Sure I do.  Honey, you are in it.  Oh, yeah!  Well, uh, sometimes I think about selling my practice, we could move to France, make French toast.  Like a hound?  You really need the bassinet?	1
  (entering) Hi! What's going on?	1
  I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.  Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?  Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.  Well, didn't you?  I can't believe you didn't tell me.  What have I not told you?  Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.  Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.	0
  Well, you just asked if I wanted to go to bed with you tonight.  (to Sergei) Boutros Boutros Gali.  He says he was too.  (to Monica) So I was wondering....  (to Phoebe, very quickly) Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun. (to Monica) So you're a chef?  Oh, really.	1
  Hey, Chan, can you help me out here? I promise I'll pay you back.  I will, really. I'll pay you back this time.  Well... I'm helping out down at the N.Y.U. Med School with some... research.  Oh, just, y'know.... science.	0
  Horrible!  No-no-no, the kiss was good.  No, but that's bad!  What?!  Can you really do that?  Chandler, I like Joey a lot, but with you...	0
  Bye, good luck. (Rachel, Ross, and Monica exit)  So how's your date with your cyberchick going. Ooh, hey, what is all that (points at the computer screen).  What does she mean by HH?  Are you the cutest?  You know, what I think is so great that you are totally into this person and yet for all you know she could be like 90 years old, or have two heads, or. It could be a guy.  It could be like a big giant guy.  We were just wondering if Chandler's girlfriend is a girl.	1
  Why don't you ask him out?  He just got a divorce right?  So he's probably really nervous around women, y'know? Maybe, you just have to make the first move.  (shocked) You've never asked a guy out?!!  Thousands of times!! That doesn't make me sound too good does it?  Oh, please!  I've never done that.	0
  Yeah, sure.  Did you talk to him?  Then, no. (He goes to sit down next to Ross.)	1
  So Pheebs, what do you want for your birthday?  Okay... Let me put it this way. Anything from Crabtree and Evelyn?  Ooh, okay... good.	0
  Okay, alright, I have a question, then.  Um, were you planning on kissing me ever?  Sure.  Oh, David, I, I think you are a sweeping sorta fella. I mean, you're a sweeper! ...trapped inside a physicist's body.  Oh, yeah, oh, I'm sure of it. You should just do it, just sweep and throw me.	1
  Oh hey uh, be careful with that 3-D last supper, Judas is a little loose.  They're takin all my stuff back. I guess you were right.  Thanks Ross.  I went.  I didn't get it.  What?  Huh?  [movers removing a glass parrot] Oh, not my parrot.  I can't watch this.  Uhhh, I was an impulse buyer, near the register.	1
  Ooh, you guys have to make a wish.  Come on, you know, Thanksgiving. Ooh, you got the bigger half. What'd you wish for?	1
  I Think last night was great. You know, the Karaoke thing. Tracy and I doing Ebony and Ivory.  What?  Then, I don't get it.  They do?	1
  (entering) Hey!  What are you doing?  Everything? Even the TV?  Listen, Joey, I know what he did was wrong but don't you think you could at least hear the guy out?  That's a good point. So uh, how long are you gonna punish him?  You've sentenced him?!  Joey, the guy's your best friend.  Oh, who? Me?	1
  (to Bonnie) Well I hope you have fun tonight.  Yeah, she was bald, she's not now.  I don't know, I hardly ever say that about people.	0
  Yes, yes, we did, thanks to Vidal Buffay.  Ok, I think she's trying to tell us something. Quick, get the verbs. (She hits Chandler.)	0
  We did?  Yeah, right.  Get out.  Really? You don't know what that means to me.  (provocatively) Nothing.  Yeah. (she gets up, notices something behind Joey) Oh.	0
"  Um, you guys, you know when I said before, ""thank you, but I don't really need your help""?  Really? Weird. Anyway, see, I planned everything really well. I planned and I planned and I planned. It just turns out, I don't think I planned enough time to actually do it.  If you want."	1
  Hey.  Yeah right after we stole his lunch money and gave him a wedgie. What's the matter with you, he's parking the car.	1
  All right, let's not jump to any conclusions. All right? There was some sexual chemistry between them.  Here she comes. Don't say a word, okay? Just be cool, don't be...y'know you.  Hey!  Oh, absolutely! (Chandler mumbles something.)  Okay, I... (Walks away.)	1
  Joey was in a porno movie.  If I'm goin' down, I'm takin' everybody with me.	1
  So, tell me. Was it like you and Chandler, and then you and me, or you and me and Chandler?  What?	1
  How do you feel?  Some moms do that.  Aww, sweetie, but it's not like you're not gonna have anything. You're gonna have nieces and nephews, and some ways that's even better.  I mean, you're the one they're gonna come to when they wanna run away from home, and the one they talk to about sex.  Yeah.  Oh, sweetie! (They all hug.)	0
  (holding a lure) So now, what is this now?  (laughs and picks up another lure) And this?  (laughs harder) You make it so funny.	0
  Hey!  Check this out? Huh? (Joey has this big tall hat with a British flag on the front of it.) Yeah. That's the stuff. What do you think?  Well, I like it. Here you go. (He pays for the hat.)  Oh, I embarrass you?	0
  What?..... What, you wanna spell it out with noodles?  Oh, so there is gonna be a fifth date?  Yeah... yeah, I think there is. -What were you gonna say?  (spitting out her drink in shock) Oh God, oh God, I am sorry... I am so sorry...  I know being spit on is probably not what you need right now. Um... how long?	1
"  Don't stare. Now she just finished throwing his clothes off the balcony, now there's just a lot of gesturing and arm-waving, (shows Rachel gesturing with hands in front of her chest), Ok, that is either, ""How could you?"" or, ""Enormous breasts!"" Here he comes!  Paolo, I really hate you for what you did to Rachel, (hands him a lasagna) but I still have five of these, so heat it at 375 until the cheese bubbles.  Oh, you're right."	1
  (intrigued) Yeah?  ..Naughty!  Oh, hold up, I'll walk out with you. Now, Rach, when she taught you to kiss, you were at camp, and.. were you wearing any kinda little uniform, or- (Rachel exits and slams the door in his face.) That's fine, yeah...	0
  You think I need a new walk?  Well y'know, I've been walking the same way since high school. Y'know, y'know how some guys they walk into a room and everybody takes notice. I think I need a 'take notice' walk.  Whoa-ho-ho! (He looks at Chandler, who gives him a 'come on' look.) Yeah, okay.	1
  Okay, so on our no-date evening, three of you now have dates.  Four.  Five. (Buries his head in his hands)  Okay, so I'm gonna be the only one standing there alone when the ball drops?  Hey, y'know, this is so not what I needed right now.  Oh, it's-it's Marcel. He keeps shutting me out, y'know? He's walking around all the time dragging his hands...  Really.  What, uh... what juggling thing?  No.	1
  Closed set. We know but we're friends with the monkey. [guard lets them in]  Woah, dude, burn.	1
  Well, it's official there are no good movies.  Hey, man. What's up?  Well, I'll tell ya I do enjoy guilt, but, ah, it wasn't me.	0
  No, no, wait. (checks Ross's itinerary) His flight doesn't leave for another forty-five more minutes.  From here to the airport?  Rachel, what're you gonna say to him?	1
  Oh, my Bing-a-ling. I'll wait for you. Do you even know how long you're going to be gone?  Oh. Well, I'll right you everyday. (Reading the address) 15 Yemen Road, Yemen.  Chandler?	0
  Hey, no way, that rooster's family!  What do you have against the duck?! He doesn't make any noise!  Look, we are not gonna...	0
  Hey, it's so nice to finally meet you!  Oh yeah, I'm so excited, I've never been there.  That would be great! Also, uh, I was hoping to catch a show so if you can make any suggestions...	1
  Yes.  I finally got my band!  Why would we be freaked?  (They're less than happy now) Oh.  Yeah, I've been thinking ever since you said we were having triplets, the best thing for me to do is to drop out of college and get a job.	0
  Oh, honey, honey, tell them the story about your patient who thinks things are, like, other things. Y'know? Like, the phone rings and she takes a shower.  Oops!  Thanks. Okay, now go away so we can talk about you.  Isn't he great?  I know, I know. So sweet... and so complicated. And for a shrink, he's not too shrinky, y'know?  Oh, I don't know, I don't know. I think that's a little weird, y'know? Vinyl.	0
  (reading from the instructions) After applying the Waxine and linen strips to leg number one,  Grasp one of the linen strips by its 'easy grab tab' and pull it off in one quick pain free motion.  Was it not pain-free?	0
  What?  Yeah.	1
  I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!  Does, um, anyone wanna see?	1
"  Hey, how'd it go? How'd she like the gift?  Oh yeah? That's great!  [nodding, with mixed feelings] Aahhuuhhh....  Hey! Happy birthday.  No he didn't. [Moving it back.]  Happy birthday! I'm sorry.  See, you think it's just a pen, but then you turn it over and it's also a clock.  Oh, yeah... yeah.  [to Kathy] Goodnight.  Oh, uh, yeah... I just knew that sometimes when you're writing, you... you don't always know the exact time.  Uh, the book?  What do you mean?  (tongue-tied) Uhl..ell. By the way, in case you missed that, that sound was, ""Uhl, ell."""	0
  Welcome to our side of the tunnel.  You know, when you start get screwed over all the time, you gotta switch to low-fat.  Well, no, not at all, you're not terminal, you just, you just need some damage control.  She has to know that your not ready.	0
  [walks up to Rachel in front of the TV] Tonight?  What's tonight?  Uh, hello.  Tonight you're supposed to waitress for me, my catering thing, any of those words trigger anything for you?	1
  What? We took a walk, nothing happened. I can back with nothing all over me.  (stopping him) No! Joey, we swore we'd never tell!  (interrupting) All right!! All right. (walks slowly into the living room) I got stung. Stung bad. I couldn't stand. I-I couldn't walk.  I was in too much pain.	1
  (to Joey) Hey! So since we're getting off early, do you want to go and paint mugs?  You know! At the place I told you about last night?  Oh, okay.  I'll see you tomorrow. (she kisses him full on the mouth.)  G'night. (exits)	0
  I'm not gonna gooo.  No, I think I'm gonna catch up on my correspondence.  I'm not gonna gooo, so I think that will accomplish the not going.  Well, ever since I was humiliated and yelled at in front of my friends, I'm just, I don't know, not in a museum benefitty kind of mood.  It's fine.  I'm not mad.  I'm just not going.  Right.  Um, hum.  No.  Right.  Right, and the humiliating.  Um, hum.  Right.  Yes, Ross. (turns toward him)	1
  Hey, Rach!  Hey.	1
  Uh, 10:30.  4:30.  Yeah. Hey, remember when she brought up that thing about the three of us?  She was kidding about that right?  God, that would be weird it that situation presented itself tonight, huh?  Dude, I don't know.  Yeah.  Yeah, for sure. Okay. Probably want the first thing to be, never open your eyes. Y'know, because you don't want to be doing something and then look up and see something you don't want to be seeing.	1
  Hi, honey.  Good.	0
  Come on!  Come on, season tickets! Season tickets, do you know what that means?  Oh come-look, when I was a kid my dad's company gave season tickets to the number one salesman every year, all right? My dad never won! Of course, he wasn't in the sales division, but still, I never ever, ever forgot that!  Hey!  We don't make enough fun of you already?  Oh-no, don't try and talk all normal with that thing in your ear.	1
  What?  Are you crazy?!  What?! Ross y'know this isn't even about you! I mean this is about Rachel and something wonderful happening for her. I mean you know even if you're right, what if he wants to sleep with her, does it mean he gets too?	1
  (entering, with Joey) Hey!	1
  Three of your five, what?  Oh my God! You are giving this a lot of thought.	1
  All right, I'm here, let's ahh, get this over with.  Whoa-whoa, don't we need to do some kinda preparation first? Like ahh, get really drunk?  No, it's okay, but if I'm Marge, my breasts are coming out my back.	1
  All right, gentlemen, you're up first.  You have 30 seconds. And the lightning round begins-stop it (Chandler stops jumping)-now. What was Monica's nickname when she was a field hockey goalie?  Correct. Rachel claims this is her favorite movie...  Correct. Her actual favorite movie is...  Correct. In what part of her body did Monica get a pencil stuck at age 14?  Eww! No!! Her ear! All right, Monica categorizes her towels. How many categories are there?  Two seconds...  11, unbelievable 11 is correct. (The guys celebrate.) All right, that's 4 for the guys. Ladies, you're up.  30 seconds on the clock. 5 questions wins the game. The lightning round begins...now! What is Joey's favorite food?  Correct. Chandler was how old when he first touched a girl's breast?  No, 19.  Joey, had an imaginary childhood friend. His name was?  Correct, his profession was?  Correct! What is Chandler Bing's job?  10 seconds, you need this or you lose the game.	1
  Ow!  Ow!! Ow!!  It's okay, it's okay.  We were just waxing our legs.	0
  Here, we are.  The what?  No, I think it's cute. (kisses her)  So you still in touch with anyone from high school?  Oh yeah, I still hang with Simmons and Zana, y'know. I see Spindler a lot. Devane, Kelly, and I run into Goldie from time to time. Steve Brown, Zuchoff, McGwire, J.T., Breadsly.	1
  No. No, uh, Phoebs? You can'tyou can't do...  No, no. Uh... no, see, uh, you-you can't do that.  Oh, you're... (gives up)	1
  Phoebe, you're on.  (Into microphone) Okay, hi. Ladies and gentlemen, back by popular demand, Miss Phoebe Buffay. Wooh!	1
  Hey.  Seriously, you like it? This guy was sellin' them on 8th avenue and I looked at 'em and I though, you know what I don't have?  Fine, make fun. I think it's jaunty.  Hey, I'll be alright. I mean it's not like I'm starting from sqare one. I was Dr. Drake Remoray on Days of Our Lives. Heh? I mean that's gotta have some kind of cache.  Chandler gave me word of the day toilet paper. I'm gonna get some coffee. [Phoebe enters]	0
"  Hey!  So uh, Emily called last night...  Turns out them Emily is just crazy about Susan. Yeah, they're going to the theatre together! They're going to dinner! They're going horseback riding!  Look, this is just a little too familiar, okay? For like, for Like six months before Carol and I spilt up, all I heard was ""My friend Susan is so smart. My friend Susan is so funny. My friend Susan is so great.""  Hey, they're going to the gym together! Two women! Stretching! Y'know they-they take a steam together! Things get a little playful-didn't you see Personal Best?  How do you know? I mean we thought Carol was straight before I married her!  What a weird way to kick me when I'm down.  Oh. What's wrong with Ross?  Actually that-that's not true, in The Incredible Hulk uh, No. 72, Dr. Bruce Banner found... (Sees everyone staring at him and stops.) Y'know, ugh, nevermind, my girlfriend's a lesbian. (Leaves.)"	1
  OK, well, bye. [kisses him]  OK, well, bye-bye again. [kisses him again]	0
  It was.  Ethan, it's um... it's icky.  This isn't easy for me either. I wish things were different, I... If you were a few years older, or if I was a few years younger, or if we lived in biblical times, I would really...	1
  You wanna quit?  You do realize that you won't have access to our new full service Swedish spa.  Okay, Dave in the membership office, handles quitters. (Both Chandler and Ross start to make their way to the membership office.) Uh, excuse me, (to Ross) are you a member?  Sorry, members only.	1
  (entering, wearing Santa pants) Hello!  Excuse me.  Oh, yeah! You like 'em? I just, I went to a used clothes store and got a bunch of maternity stuff. These are sooo comfortable!  What?  Nuh-uh! They're maternity pants. They even came with a list of baby names. (Pulls out a sheet of paper which lists who's been naughty and who's been nice.) See, these names are good, and these names are bad. (Finally, she figures it out.) Ohh.  I don't know! How are the-the-the-the, y'know-You're clothes aren't funny.	0
  Hey, everybody!	1
  Hey.  Happy Christmas Eve Eve. [sees Ross's picture frame] Oh my God, where did you get this?  This is my father, this is a picture of my dad.  No it isn't, this is my dad, alright, I'll show you.  No, that's my stepdad. My real dad's the one that ran out on us before I was born.  [showing her pictures] OK, look, see, this is him. My mother gave me this picture before she died, same guy.  It's not a blue screen... it's just, maybe it was just really clear that day. OK, I have to talk to my grandmother. [turns to leave]	1
  Rachel?	1
  What is this place?  I think we have an answer.  This could be Gods way of telling us to eat at home.  No, no, no. We were there last night. She kept... (shuddering at the memory) ..bringing swordfish. (Indicating the ladies bathroom) are you gonna go to the, um?  It looks like her.  Um, excuse me.  Hi, its us.  So, so youre here too?  (Without moving her lips) Your turn.	1
  What?	1
  I call Monica's room!  Sure I can, standard shotgun rules, I'm sight of the room and I called it.  What?  Hey-ooh Pheebs, are they in there?	1
  Hi.	1
  Hi.  Some of your old stuff.  Gosh, we talked about that but your brother has so many science trophies and plaques and merit badges, well we didn't want to disturb them.	1
  (walking up to Mark) Here's the Shelly Siegal stuff from December.  Mark!!  Yeah, but even soo.	1
  Forget about it.  So, assistant to the director. That's a really exciting job, I mean, you must have a ton of cool responsibilities.  So what're you guys gonna eat?	0
  Oh, okay. Will you take my place?	1
  Fine!  Nothing, I'm sorry, I'm just, I'm out of sorts.	1
  Oh, uh, Phoebe just started a...  Chandler, can I just say something? I-I know you're still mad at me, I just wanna say that there were two people there that night. Okay? Two sets of lips.  Okay, well, if she always behaves like this, why don't you say something?	1
  (jumping up in a hole that he is digging, he is shoulder deep) Hey, you guys! Take a look at this! (Chandler and Monica jump up and go over to the hole.) Check this baby out, dug me a hole!  Oh no! No!! My hole!!  (climbing out of the hole) What?! What?!! What is it?!  Yeah, and I'm a little tired from digging the hole.  Well, there's really only one thing you can do.  You're gonna have to pee on it.	0
  Yeah, I-I think that women just have a lower threshold of pain than men, that's all. I mean, come on, it's just a little wax.  Okay, fine, so now what, I just pull it off?	0
  Hi.  You wanted to see me?	0
  Why doesn't my key work and what's all my stuff doin' downstairs?  It's Eddie you freak, your roommate.  No he, he moved out and I moved in.  Well that's uh, that's a good point. Um ok, well, uh, I guess I got the wrong apartment then. I, I'm, look, I'm, ya know, I'm sorry, I'm terriably sorry.	1
  Alright, Monica dear, I'm gonna hit the road. Now I've left my 10 verbs on the table. And you be sure and send me that finished poem.  I think I saw Rachel out in the hall.  Happy birthday sweetie.  Ross, what're you doing.	1
  Hey. (Phoebe sees his bags)  I'm going to China.  Yeah, i-it's for the museum. Someone found a bone, we want the bone, but they don't want us to have the bone, so I'm going over there to try to persuade them to give us the boit'sit's a whole big bone thing. Anyway, I'm gonna be gone for like, uh... like a week, so, uh, if you wanna reach me, y-you can't. So here's my itinerary (hands a sheet of paper to Monica). Um... here's a picture of me... (hands it to Monica)  (to Monica): Could you take it to Carol's every now and then, and show it to Ben, just so he doesn't forget me?  Hey, is Rachel here? Um, I wanted to wish her a happy birthday before I left.  Oh. (pause) Hey, who's Carl?  No.  At the coffeehouse, right.  OK, I'm gonna go say goodbye to the guys.  Hi.  (sigh)....I have to go to China.  No no, this big pile of dishes in my mom's breakfront. Do you guys know who Carl is?  Well, Rachel's having drinks with him tonight.  Yeah... I guess. I don'tI don't know. Alright, just... just give her this for me, OK? (gives Chandler a gift for Rachel)  I know.	1
  Okay, time to take off the bra. (She glares at him.)  (trying not to be obvious) Take the bra off.	1
  Monica, wake up. Monica.  I thought of a thing.  Yeah. I have to sleep, have to, on this side of the bed.  Or so I would have you believe.	1
  Howdy.  Well, maybe it's because of the way you're dressed.  (slides the juice across the counter which Joey catches) What do you care? You're an actor. This is your day job. This isn't supposed to mean anything to you.	1
  Yeah, I guess. Look, what are we gonna do about this scene, huh?  Well umm, maybe if it had more heat.  Well, Adrian's looking for a reason to stay, right? Victor can't just kiss her, he's gotta, gotta really give her a reason, y'know?  Or maybe, maybe he could grab her, and, and, and, and lift her up.  And then she could rip off his shirt and kiss his chest, and, and his stomach!	0
  Hey!  Well, y'know if Joey and I played with matches we could get you up to an even hundred.  You're right, I know.	0
  I believe it.	0
  Baywatch.  Lifeguards.	1
  You were amazing out there.  Oh my God!  You really enjoyed yourself didn't you?	0
  Hey Mon! Want some pancakes?  Yep! Grab a plate.  No-no, stay right there. (Monica stops and Joey flips her a pancake, which flies over her head and lands in the living room.) Gettin' closer.  Listen also we're uh, we're watching the game here Saturday night, if people want to come over.  Oh yeah, who's playing?	1
  You're really thinking about having sex with your brother?!  Huh.	1
  I picked her! Oh thank God you want her! Ooh!  Because she exchanges every gift she ever gets, it's like impossible to get her something she likes. Come on, let's trade!  Ohh.  You don't have to do that, Ross and Joey aren't here, you can watch the parade if you want.  God, what happened?!  Open it up, let me see.  Ooh, God it looks bad.  Honey, you've got to go. What's his office number?  (on phone) Hi! Yeah, I'm calling on behalf of Monica Geller's eye, and is um, is Richard Burke in today. (Listens) (to Monica) He's out of town, but does she want to see the on-call doctor?  Yes! She's very excited about that.  This is so cool, 'til Monica gets back, it's like I'm head chef and I get to make all the decisions. (She looks at the remaining butter, and then decides to add it to the dish.)  Okay, get out of my kitchen!  All right I... I gotta call my mom and ask her a left handed cooking question.	1
  Hey.  Can you believe this. In, like, two hours I'm gonna have a dad. Eeeshk.  OK, let's go.  Alright, here, you have to hold this. [hands Chandler a piece of paper]	0
  Oh, we went to see a collection of Victorian doorknobs and the Cupert-Hewitt museum.  Yeah.  Bye. (They kiss.)  Oh yeah, she's-she's amazing. And-and she's so much fun. And! Y'know what? When I'm with her, I'm fun! I even signed up for helicopter classes. (Chandler is shocked.) She's leaving in two days, I don't have to do it.  Yeah, she's got to go back to London. But you know what? I've been prepared for this from the start. We both knew we had two weeks together, and that's it. Y'know.  Pheebs!  (starts rubbing her belly) Hello! Hello!	0
  What? What? He's interested in you. He-he likes your hair, he just wants to know how you got here.  What?!  He's got this thing. And I keep telling him to go to my chiropractor...  Excuse me, Dr. Bobby happens to be an excellent doctor.  Well that's his last name.  It's Robert Bobby.  And um, excuse me, he helps me.  With my alignment. I've got one leg shorter than the other.  What? It's true, my right leg is two inches shorter.  I'm sorry, let her?  No.	0
"  [nervous] What? Nothing. [Chandler closes up the laptop computer screen.]  No, no, see? See? [the printer starts to run] Hey, it's printing. [to Joey, rattled] Hey, it's printing! [Chandler rips off the sheet of paper from the printer.]  Yes, yes it is, short story, that I was writing.  [through gritted teeth] Alright. [clears his throat] ""It was summer, and it was hot. Rachel was there. A lonely gray couch. 'Oh, look,' cried Ned, and then the kingdom was his forever. The end."""	1
"  (singing) ""...fuchsia and mauvvve. Those are the 66 colours of my bedroommmm."" (applause) Thank you, thank you. Ohh, and I invite you to count the colours in your bedroom. (Sees that Phoebe Sr. has entered, and to her) Except for you. You go away.  Okay, bye.  No.  But, it's not like we're losing anything. Y'know?  It's not like we-we know each other or anything. Or that have anything in common.  I-I like pizza!  Oh my God, so do I!  Wait-wait-wait, wait! Puppies. Cute or ugly?"	1
  Hi, guys.  I-I wanted to apologise if I-y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.  Anyway, I just wanted to say thank you, it was just, it was so sweet. (She goes to hug them and they both flinch, thinking that Phoebe is about to attack them.)  Good. Y'know-no-no, okay, it's-it feels like everything's been about me lately, so what's happening with you?  Oh!	0
  Don't worry about it already. Things happen.  Joey, look at me, look at me. Do I have lipstick on my teeth?  Look honey, people get fired left and right in this business. I already got you an audition for Another World.  You're welcome.	1
  You went out with a guy in the Navy?  So wait, this guy goes down for like two years at a time? [Once again, Chandler has a bite in his mouth and can't come back.]	1
  (using calculator) Plus tip, divided by six. Ok, everyone owes 28 bucks.  Oh, you're right, I'm sorry.  Monica's big night, she shouldn't pay.  So five of us is, $33.50 apiece.  Ok, Pheebs! How 'bout we'll each just pay for what we had. It's no big deal.	0
  Whoa-whoa-whoa-whoa! Is this, hot Rachel, that you took to the Christmas party, Rachel?  Oh wow! I'm free for her!	0
  Yeah, but if you spent it, it would be like shopping!  Chandler, what are you doing?	0
  This is a great place. How long have you lived here?  So, Monica, what do you do?  Good for you.  This hummus is great.	1
  Come on! Like I wanted him to tell you, I ran all over the place trying to make sure that didn't happen!  Look Rachel, I wanted to tell you, I thought I should, I-I did, and then Chandler and Joey convinced me not to.  Don't you realise none of this would've ever happened if I didn't think at that same moment you weren't having sex with Mark?  (pause) Yes I would.  (less sure) Yes.  (covering his ears and screaming) La-la-la-la-la-la-la-la-la-la! Okay, okay, yeah, I would have been devastated but, I would still want to be with you. Because it's, I mean it's you.  What? Come on Rach, tell me what you're thinking?  Order a pizza like, 'I forgive you?'	0
  Monica, how are you gonna do that?	1
  Hi.  Hello.  Yeah, huh.  What?  Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?  (to Rachel) But work comes first! (to Mark) Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?  Oh well that's great, so I guess this is ah, this is good bye then. Huh? (picks a pad up off Rachel's desk and tosses it into his box) Good bye.	0
  Man, I feel like I'm coming down with something.  Yeah. (to Chandler) I bet you can't guess what color my tonsils are? I'll bet the apartment!	1
  Ooh, then I guess the panty raid last night was totally uncalled for. Ok, I am going to take a shower and today I will be singing Jim Crochee's Leroy Brown. [He walks out of the bedroom and Monica starts to remake the bed.]  Monica... [He re-enters the bedroom and Monica jumps on the bed, trying to cover it.] Hey Mon, I have a question. Is Leroy the baddest man in the whole damn town or the fattest man in the whole damn town?  What're you doing?  Are you remaking the bed?  Then, you're redoing it because...  You're pretty much running that risk either way.  Oh, well that's not so crazy.	1
  Well, Joey, I wrote a little song today. It's called Get Up.  Really!	0
  Hi, Joey.  (casually) Joey.  That's because I'm wearing a dress that accents my boobs.	0
  Hello.  Oh I'm afraid that plane has already pulled away from the gate.  I can't do that.	1
  You guys are dead, I am so good at lighting rounds.  Huh, wanna bet?  How about we play for more money, say 150?  You're doing it again.  We won't. (to Chandler) 300?  I'm just trying to spice it up!  I got it! How about, if we win, they have to get rid of the rooster?	1
  (to Ross) You be cool. (He opens the door and lets her in as they all turn there backs on her.)  Way to be cool, man.	0
  (to Pete) Wow! That's exciting, you went to Japan, made up a woman.  I'm just saying, this woman, I mean she's fictitious. No?  'Cause you're still into Monica. So you told her there was somebody else so she would agree to work with you, so 'cause you figure oh if you spent a lot of time together, maybe something might happen, and...	1
  Ok, Paulo, why don't you just go get dressed, and then you be on your way, ok, bye-bye. (Paulo goes into his room.)  I don't know, I just kinda ran into him last night.  At his apartment. Is this juice?  Oh God, I know I'm a pathetic loser.	0
  Ok, so now we need, um sage branches and the sacramental wine.  Um, that's ok! (throws it in fire) Ok. All right. Now we need the semen of a righteous man.  Ok, yeah, ok. (she throws the directions in) Oh, OK.  Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.	1
  Can you believe this place?  Ah, I was just in the bathroom, and there's mirrors on both sides of you. So when you're in there it's like you're peein' with the Rockettes.  Hey! We were just sayin', great apartment man.	0
  About what?  What surprise party?	0
  What's the matter?  No, it was. It was very very good.  Oh, way, way better than Mindy.  Well, if you want, I'll justI'll just break it off with her.  (into intercom) Thanks, Bernice. (To Rachel) Let's go away this weekend.  We can, we can go to Aruba! When I went there on what would have been our honeymoon, it was, uh... it was really nice. You would've liked it.	1
  Oh, here's that trench-coat that you wanted.  Yeah?  (stopping him) Oh no-no, no-no, they don't want you to put your hands in the pockets until you are out of the store.  Well, that's because of a lot of...(She imitates someone picking their nose and placing the treasure found in the pockets.)  I know!  Oh?  Well, congratulations, so do you love her?	0
  Did that!  Okay. (Does so.) Ow!!!!! Ow-oh-oh!	0
  Tell me about it. So what, what's your magic number?  C'mon, you know everyone I've been with. All, both of them.  Better not be doin' these in order.	1
  Liam, do me a favour. Tell the lads to go easy on Ross, it's his first time.	1
  (hurt) Waitressing?	1
  Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos (touching Paolo's nose with forefinger with each syllable)  Yes, my sister's giving us her place for the weekend.	1
